timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685457441469,0,Home-1,200,OK,Thread Group 1-21,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,0,0,0
1685457441557,1,Home,200,OK,Thread Group 1-22,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,1,0,0
1685457441557,1,Home-0,302,Found,Thread Group 1-22,,true,,146,195,25,25,http://localhost:8080/jpetstore,1,0,0
1685457441558,0,Home-1,200,OK,Thread Group 1-22,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,0,0,0
1685457441772,1,SingIn,200,OK,Thread Group 1-15,text,true,,3921,605,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=41xSsAa6E0svn3pApR40QjOjE57iNxSs2y3n-DhP.ppss-vb?signonForm=,1,0,0
1685457442144,3,Login,200,OK,Thread Group 1-7,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685457442144,2,Login-0,302,Found,Thread Group 1-7,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1685457442146,1,Login-1,200,OK,Thread Group 1-7,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685457442215,2,SingIn,200,OK,Thread Group 1-16,text,true,,3921,605,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=41xSsAa6E0svn3pApR40QjOjE57iNxSs2y3n-DhP.ppss-vb?signonForm=,2,0,0
1685457442222,1,Home,200,OK,Thread Group 1-24,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,1,0,0
1685457442222,1,Home-0,302,Found,Thread Group 1-24,,true,,146,195,25,25,http://localhost:8080/jpetstore,1,0,0
1685457442223,0,Home-1,200,OK,Thread Group 1-24,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,0,0,0
